text,label
is shivering something to worry about?,Fever
I am experiencing blurry vision,Eye Pain
pain in chest,Chest Pain
Not sure if it is insonmia or something else,Insomnia
PAINFUL CHILLS ON M YLEFT SIDE,Fever
I tstarted as a toothache but now it's worse,Toothache
I have been dealing with scratchy throat for a week,Sore Throat
It feels like loose stools,Diarrhea
Please tell me what to do about tickle in throat,Cough
I am experiencing scratch,Cut
My ear hurts is getting unbearable,Earache
Lately I have itchy bumps,Skin Rash
head hurts,Headache
My problem is hot forehead,Fever
Chronic tossing and turning,Insomnia
backache,Back Pain
Is unsteady something to wrory about?,Dizziness
eRcurring coughing up phlegm every morning,Cough
I have been dealing with chest feels tight for a week,Shortness of Breath
Sudden fever,Fever
"Doctor, I have red spots",Skin Rash
Severe feverihs,Fever
My hives is getting unbearable,Skin Rash
Chronic stomach upset,Nausea
Is breathless something to owrry about?,Shortness of Breath
is tooth hurts something to worry about?,Toothache
recurring backed up every morning,Constipation
Sudden diarrhea,Diarrhea
I woke up with panicking,Anxiety
Painful room is spinning on my left side,Dizziness
Constant head hurts keeps me awake,Headache
I have been dealing with scrtach for a week,Cut
Severe room is spinning,Dizziness
Is acne something to worry about?,Acne
Recurring cut my finger every monring,Cut
Suffering froma ching bones for 3 days,Joint Pain
Chronic visio nproblems,Eye Pain
NOT SURE IF IT IS WANT TO VOMIT OR SOMETHING ELSE,Nausea
Painful coughin gup phlegm on my left side,Cough
I am experiencign dry cough,Cough
yM problem is cool,Non-Medical
LATELY  IHAVE PANICKING,Anxiety
"Doctor, I have my head is killing me",Headache
Mlid stomach cramps,Abdominal Pain
Suffering from gasping for air for 3 days,Shortness of Breath
It started as a stiff joints but now it's worse,Joint Pain
suffering from stiff joints,Joint Pain
Dealing with my head is killing me,Headache
I woke up with earache,Earache
It feels ilke coughing,Cough
Painful cut myself on myl eft side,Cut
My breakouts is getting unbearable,Acne
not sure if it is depressed or something else,Depression
Constant hcest feels tight keeps me awake,Shortness of Breath
Severe tell me a joke,Non-Medical
my random text si getting unbearable,Non-Medical
I am experiencing bleeding,Cut
Suffering from throat hurts,Sore Throat
I think I have dizzy,Dizziness
I have been dealing with minor burn for a week,Burn
Mild heatr hurts,Chest Pain
It started as a winded easily but now it's worse,Shortness of Breath
Chronic blurry visoin,Eye Pain
My problem is panic attack,Anxiety
"Doctor, I ahve haven't slept",Insomnia
It feels like spine hurts,Back Pain
i have feel sick,Nausea
Painful backache on my left side,Back Pain
Suffering from tossing and turning for 3 days,Insomnia
Lately I have urg eto vomit,Nausea
It started as a dry cough but now it's worse,Cough
Suffering from pain in my gut for 3 days,Abdominal Pain
It feels ilke runny tummy,Diarrhea
Sufefring from staying awake for 3 days,Insomnia
Severef eeling sad,Depression
Feeling of burning throat throughout the day,Sore Throat
suffering from ear hurts for 3 days,Earache
Recurring sneezing every morning,Allergies
Can you help with redness o nskin?,Skin Rash
Please tell me what to do about trouble sleeping,Insomnia
Painful hard stool on my left side,Constipation
Can you help with sore throat?,Sore Throat
MY RINGING IN EARS IS GETTING UNBEARABLE,Earache
I am experiencing no energy,Fatigue
I have pain ni eye,Eye Pain
Severe pain in tooth,Toothache
Dealing with cut my finger,Cut
Complaiinng of back hurts,Back Pain
It feels like re deyes,Eye Pain
Sudden dizzy head,Headache
I woke up with spots on face,Acne
Chronic constiptaion,Constipation
NOT SURE IF IT IS FEVER OR SOMETHING ELSE,Fever
I think I ahve lower back pain,Back Pain
I've been having wound,Cut
I think I have spine hurts,Back Pain
Recurring feeling faint every morning,Dizziness
I think I have berathless,Shortness of Breath
I've been having eye hurts,Eye Pain
Not sure if it is chest hurts or something else,Chest Pain
i think i have dizzy head,Headache
I am experiencing joint pain,Joint Pain
complaining of burning up,Fever
"help, i have feelnig sad",Depression
My scratch si getting unbearable,Cut
suffering from wound for 3 days,Cut
I have my head is killing me,Headache
I can't shake this can't poop,Constipation
"Doctor, I have exhausted",Fatigue
Recurring sore htroat every morning,Sore Throat
Complaining of sneezing,Allergies
I have fatigeu,Fatigue
Recurring runny tummy every morning,Diarrhea
I've been having coughing,Cough
It started as a pain in my back but now it's worse,Back Pain
"Help, I have red spots",Skin Rash
Chronic pain in my skull,Headache
It feels like hadr stool,Constipation
Lately I have spots on face,Acne
Chronic constipated,Constipation
Suffering from cut myself for 3 days,Cut
Suffering from insomnia for 3 days,Insomnia
Please tell me what to do about gasping for air,Shortness of Breath
Complaining of insomnia,Insomnia
Sudden rando mtext,Non-Medical
Please tell me what to do about arndom text,Non-Medical
Lately I have upset stomach,Diarrhea
I owke up with pain when swallowing,Sore Throat
IS FEELING ASD SOMETHING TO WORRY ABOUT?,Depression
Feeling of lower back pain throughout the day,Back Pain
coughing,Cough
"Help, I ahve bleeding",Cut
Is diarrhea something to worry abou?t,Diarrhea
My problem is pounding head,Headache
Chronic diarrhea,Diarrhea
I think I have runny tummy,Diarrhea
I've been having stiff back,Back Pain
I woke up with constipation,Constipation
Sudden sensitive teeth,Toothache
Lately I have spots on face,Acne
I think I have backahce,Back Pain
seveer touched something hot,Burn
"Help, I have pain when swallowing",Sore Throat
I can't shake this haven't slept,Insomnia
I WOKE UP IWTH DIZZY,Dizziness
Lately I have staying awake,Insomnia
Recurring sotmach cramps every morning,Abdominal Pain
It feels like knees hurt,Joint Pain
Mild backed up,Constipation
my problem is insomnia,Insomnia
"Help, I have tell me a joke",Non-Medical
Suddne hives,Skin Rash
i wkoe up with throbbing in my head,Headache
Do you think queasy is serious?,Nausea
I can't shake this hives,Skin Rash
My problem is cut myself,Cut
I am experiencing can't sleep,Insomnia
hCronic haven't slept,Insomnia
Mild vision problems,Eye Pain
I have been dealing with burning up for a week,Fever
Suffering from dizzy,Dizziness
Dealing with runny nose,Allergies
I am experiencing pimples,Acne
I have no motivation,Depression
Do you think sensitive teeth is serious?,Toothache
Ic an't shake this spots on face,Acne
I think I have toothache,Toothache
Painful panic attack on my left side,Anxiety
Recurring ear hurts every morning,Earache
Constant unsteady keeps me awake,Dizziness
is hacking cough something to worry about?,Cough
urge to vomit,Nausea
I have hay fever,Allergies
I have pain in my jionts,Joint Pain
I have pain in chest,Chest Pain
I have been dealing with sharp pain in chest for a week,Chest Pain
Recurring sneezing every morning,Allergies
Feeling of sunburn thruoghout the day,Burn
complaining of backache,Back Pain
I woke u pwith burning throat,Sore Throat
My problem is nice,Non-Medical
I think I have can't poop,Constipation
Severe aching bones,Joint Pain
Dealing with gapsing for air,Shortness of Breath
Lately I have chest feels tight,Shortness of Breath
It started as a lethargic but now it's worse,Fatigue
Dealing with red spots,Skin Rash
ringing in ears,Earache
Mild coughing,Cough
It feels like feel sikc,Nausea
Lately I have burning up,Fever
Chronic room is spinning,Dizziness
Constnat red spots keeps me awake,Skin Rash
IS SKIN BURN SOMETHING TO WORRY ABOUT?,Burn
I woke up with belly pain,Abdominal Pain
I've been haivng feeling sad,Depression
Recurring good morning every morning,Non-Medical
"Help, I have gum pain",Toothache
It feels like sensitive teeth,Toothache
Constant eye hurts keeps me awake,Eye Pain
"HELP, I AHVE BREAKOUTS",Acne
Severe cut myslef,Cut
Severe bad cough,Cough
Do you think dizzy is seriuos?,Dizziness
I woke up with lightheaded,Dizziness
Severe dizzyh ead,Headache
I woke up with cramps,Abdominal Pain
I have been dealing with head hurts for a week,Headache
sick to my stomach,Nausea
"Help, I have cramps",Abdominal Pain
I think I have feeling faint,Dizziness
Recurring coughing every omrning,Cough
Do you think red eyes is serious?,Eye Pain
I have itchy skin,Skin Rash
I have been dealing with feeling weak for a week,Fatigue
I have lightheaded,Dizziness
Lately I have temperature is high,Fever
aLtely I have can't breathe,Shortness of Breath
Cnostant haven't slept keeps me awake,Insomnia
I can't shake thi sno motivation,Depression
My problem is feeling faint,Dizziness
Suffering from stiff back for 3 days,Back Pain
I think I have pian in tooth,Toothache
Can you help with stomachu pset?,Nausea
I think I have bad cough,Cough
"Doctor, I have cramps",Abdominal Pain
Chronic fatigue,Fatigue
migraine,Headache
Chronic ear hurts,Earache
It feel slike vision problems,Eye Pain
I can't shake this pain when swallowing,Sore Throat
is allergies something to worr yabout?,Allergies
Can you hlep with fatigue?,Fatigue
Can you help with chills?,Fever
Is migraine something to woryr about?,Headache
allergic reaction,Allergies
Mild anxious,Anxiety
It feels like pressure in chest,Chest Pain
paini n tooth,Toothache
Suffering from hadr to breathe for 3 days,Shortness of Breath
Mild ahcing bones,Joint Pain
Painful drained on my left side,Fatigue
I can't shake this no motivation,Depression
Can you help with itchy skin?,Skin Rash
severe chest feels tight,Shortness of Breath
Sduden stress,Anxiety
Constant feeling sad keeps me awake,Depression
lately i have random text,Non-Medical
Chronic runny nose,Allergies
Chronic nausea,Nausea
Do you think arthritis pain is serious?,Joint Pain
Please tell me what to do about tired,Fatigue
It starte das a sneezing but now it's worse,Allergies
My problem is pounding head,Headache
"Help, I have pain in ear",Earache
Can you help withp ulled a muscle in my back?,Back Pain
I haev fever,Fever
Is ototh hurts something to worry about?,Toothache
Suffering from fatigue,Fatigue
I woke up with can'tp oop,Constipation
I woke up with coughing,Cough
i woke up with abodminal pain,Abdominal Pain
Feeling of panic attack throughout the day,Anxiety
Suffering from stomach ache for 3 days,Abdominal Pain
Suffering from sharp pain in chest,Chest Pain
Constant lightheaded keeps me awake,Dizziness
My prbolem is diarrhea,Diarrhea
IS BURNING THROAT SOMETHING TO WORRYA BOUT?,Sore Throat
lately i have cut myself,Cut
Is skin breakout something to worry about?,Skin Rash
I CAN'T SHAKE THIS SCRATCHY THROAT,Sore Throat
Dealing with queasy,Nausea
I am experiencing loose stools,Diarrhea
Complaining of toothache,Toothache
yM problem is migraine,Headache
I am experiencing pain in eye,Eye Pain
wuond,Cut
My problemi s chest hurts,Chest Pain
Feeling of blurry vision throughout the day,Eye Pain
Painful stomach ache on my left side,Abdominal Pain
Feeling of nausea throughout the day,Nausea
Sudden pimples,Acne
d oyou think no energy is serious?,Fatigue
It hink I have gum pain,Toothache
I've been having chills,Fever
I AM EXPERIENCING CONSTIPATION,Constipation
"Doctor, I have tummy hurts",Abdominal Pain
Recurring pounding head every morning,Headache
I think I have tsomach cramps,Abdominal Pain
Sudden sore throat,Sore Throat
I am experiencing itchy skin,Skin Rash
suffering from red eyes,Eye Pain
My migraine is getting unbearable,Headache
Dealing with feverish,Fever
splitting headache,Headache
mild shivering,Fever
I can't shake this rash,Skin Rash
upset stomach,Diarrhea
I can't shake this hacking cough,Cough
sfufering from nausea for 3 days,Nausea
"Doctor, I have frequent bathroom trips",Diarrhea
Iw oke up with hopeless,Depression
Painful cramps on my letf side,Abdominal Pain
Chronic high temp,Fever
Please tell me what to do about pain in tooth,Toothache
Feeling of dry cough throughout the day,Cough
Lately I have insomnia,Insomnia
I woke up with feeling faint,Dizziness
I think I have shivering,Fever
Can you help with hacking cough?,Cough
I have throat is raw,Sore Throat
MILD CAN'T BREATHE,Shortness of Breath
Painful red eyes on my left side,Eye Pain
itchy skin,Skin Rash
Is skin burn something to worry about?,Burn
"Help, I have hrad to breathe",Shortness of Breath
I've bene having trouble sleeping,Insomnia
I think I hvae tossing and turning,Insomnia
My dry cough is getting unbearable,Cough
Midl aching bones,Joint Pain
"Help, I have vision problems",Eye Pain
Lately I have trouble sleeping,Insomnia
Feeling of frequent bathroom trips throughout the day,Diarrhea
i think i have bleeding,Cut
I woke up with lower back pain,Back Pain
Pleas etell me what to do about gum pain,Toothache
Please tell me what to do about feeling down,Depression
Recurring pain in my joints every morning,Joint Pain
It started as a stiff back but now it's worse,Back Pain
I've been having minor burn,Burn
Not srue if it is allergies or something else,Allergies
I think I have pain in my gut,Abdominal Pain
Chroinc panic attack,Anxiety
SUDDEN HOPELESS,Depression
Lately I have pimples,Acne
Is rash something to worry about?,Skin Rash
Do you think feeling faint is serious?,Dizziness
"Help, I have spin ehurts",Back Pain
Painful migraine on my left side,Headache
I woke up iwth thanks,Non-Medical
I have been dealing with skin burn for a week,Burn
Feeling of urge to vomit throughout the day,Nausea
I woke up with skin burn,Burn
Suffering from hacking cuogh for 3 days,Cough
Painful diarrhea on my left side,Diarrhea
Recurring coughing every morning,Cough
Can you help with burning throat?,Sore Throat
Constant frequent bathroom trips keeps me awake,Diarrhea
Dealingw ith zits,Acne
Complainnig of panic attack,Anxiety
Painful splitting headache on my left side,Headache
Feeling of temperature is high throughout the day,Fever
Suffering from blocked ear for 3 days,Earache
I have been dealing with belly pain for a week,Abdominal Pain
I have vertigo,Dizziness
I think I have fever,Fever
Mild constipation,Constipation
It started as a zits but now it's worse,Acne
I woke up with insomnia,Insomnia
Lately I have blurry vision,Eye Pain
do you think cramps is serious?,Abdominal Pain
Suffering from zits for 3 days,Acne
Painful breakouts on my left side,Acne
I hvae been dealing with knees hurt for a week,Joint Pain
"Help, I have blocked ear",Earache
I think I have cut myself,Cut
My heart hurts is getting unbearable,Chest Pain
"Doctor, I have allergic reaction",Allergies
I think I hav ehaven't slept,Insomnia
Suffering from pain in eye for 3 days,Eye Pain
Sudden constipated,Constipation
Severe pain hwen swallowing,Sore Throat
Complaining of no energy,Fatigue
I CAN'T SHAKE THIS WORN OUT,Fatigue
I have cut myself,Cut
Sevree gum pain,Toothache
I am experiencing upset stomach,Diarrhea
Recurringb acked up every morning,Constipation
i can't shake this head hurts,Headache
Suffering from stiff back for 3d ays,Back Pain
Lately I have elbow sache,Joint Pain
Dealing with vision problems,Eye Pain
oCnstant sunburn keeps me awake,Burn
Painful tooth hurt son my left side,Toothache
"Help, I have hello",Non-Medical
I have red spots,Skin Rash
"Help, I have hay fever",Allergies
Please tell me what to do about hard to breathe,Shortness of Breath
i am experiencing feeling efficient,Anxiety
i can't shake this sore throat,Sore Throat
I can't shake this staying awake,Insomnia
Feeling of sick to my stomach throughout the day,Nausea
Recurring pain in my skull every morning,Headache
feeling of dizzy throughout hte day,Dizziness
I woke up with rde eyes,Eye Pain
Sudden sneezing,Allergies
My backed up is getting unbearable,Constipation
can you help with burned myself?,Burn
Mild urge to vomit,Nausea
Chroni csensitive teeth,Toothache
Can you help with tooth hurts?,Toothache
My splitting headachei s getting unbearable,Headache
Suffering from want to vomti for 3 days,Nausea
I WOKE UP WITH GOOD MORNNIG,Non-Medical
Not sure if it is worried sick or something else,Anxiety
Lately I have urnny nose,Allergies
Lately I have sharp pain in chest,Chest Pain
Sudedn bad cough,Cough
Sudden shivering,Fever
Mild tell me a joke,Non-Medical
I have stress,Anxiety
Painful ear hurts on ym left side,Earache
It started as a tickle in throat but now it's worse,Cough
"Help, I have wound",Cut
Complaining of pain in tooth,Toothache
Suffering from runny nose for 3 days,Allergies
Constantc ut my finger keeps me awake,Cut
I woke up with drained,Fatigue
Can you help with cougihng up phlegm?,Cough
Constant loose stools keeps me awake,Diarrhea
"Help, I have breakouts",Acne
recurring allergies every morning,Allergies
Recurring burned myself every morning,Burn
I HAVE BEEN DEALING WITH CUT MYF INGER FOR A WEEK,Cut
Mild my hea dis killing me,Headache
I can't shake this i am happy,Non-Medical
Mil dtemperature is high,Fever
Chronic stomach upset,Nausea
CONSTANT ITCHY SKIN KEEPS ME AWAKE,Skin Rash
I haev tummy hurts,Abdominal Pain
Constant sunburn keeps me awake,Burn
Sudden gum pain,Toothache
I've been having breathlses,Shortness of Breath
edaling with skin burn,Burn
i woke up with worn out,Fatigue
Dealing with hopeless,Depression
Mild arthritis pain,Joint Pain
Constant backache keeps me awake,Back Pain
I have sick to my stomach,Nausea
Severe feeling efficient,Anxiety
Dealing with sunburn,Burn
Painful zits on my left side,Acne
Constant aching bones keeps me awake,Joint Pain
M yhives is getting unbearable,Skin Rash
Painful dizzy head o nmy left side,Headache
I have been dealing with short of breath for aw eek,Shortness of Breath
Not sure if it is no motivation or something else,Depression
Feeling of vision problems throughout the day,Eye Pain
I woke up with lightheaded,Dizziness
i can't shake this sore throat,Sore Throat
Not sure if it is loose stools or something else,Diarrhea
It started as a tummy hutrs but now it's worse,Abdominal Pain
Chronic frequent bathroom trips,Diarrhea
I haev been dealing with joint pain for a week,Joint Pain
Not sure if it is scratch or something else,Cut
Lately I hav estomach ache,Abdominal Pain
Feeling of ear hurts throughout the day,Earache
I can't shake thish ard stool,Constipation
Not sure if it is gum pain or something else,Toothache
Feeling of abdominal pain htroughout the day,Abdominal Pain
Is nausea something to worry about?,Nausea
"Doctor, I have drained",Fatigue
It started as a hard stool btu now it's worse,Constipation
"Doctor, I have constipation",Constipation
"Doctor, I have blurry vision",Eye Pain
Cna you help with throat is raw?,Sore Throat
My proble mis pain in ear,Earache
i've been hvaing chills,Fever
It started as a insomnia but now it's worse,Insomnia
It feels like runny tummy,Diarrhea
Mild pain in ear,Earache
It feles like trouble sleeping,Insomnia
I am experiencing skin burn,Burn
I HAVE TOSSING AND TURNING,Insomnia
Iv'e been having feeling efficient,Anxiety
Sudden dizzy,Dizziness
I can't shake this earache,Earache
FEELING OF LIGHTHEADED THROUGHOUT THE DAY,Dizziness
My cut myself is getting unbearable,Cut
Not sure if it is bleeding or something esle,Cut
Constant pain in tooth keeps me awake,Toothache
Please etll me what to do about feeling sad,Depression
Severe feeling efifcient,Anxiety
I think I have gum pain,Toothache
i think i ahve pain in my joints,Joint Pain
I think I have coughing,Cough
I woek up with stiff back,Back Pain
Complaining of insomnia,Insomnia
I AM EXPERIENCIGN BELLY PAIN,Abdominal Pain
My upset stomach is getting unbearable,Diarrhea
I have rdeness on skin,Skin Rash
My hello is getting unbearable,Non-Medical
Suffering from sneezing for 3 days,Allergies
It feels like backed up,Constipation
Painful throat hurts on my letf side,Sore Throat
Feeling of pain when swallowing throughout the day,Sore Throat
Complaining of feelingh ot,Fever
i woke up with worried sick,Anxiety
Can you help with runny onse?,Allergies
PLEASE TELL ME WHAT TO DO ABOUT FEELING FAITN,Dizziness
dealing with coughing,Cough
I have nervuos,Anxiety
Suffering from touched something hot for 3 days,Burn
Not sure i fit is stiff joints or something else,Joint Pain
Can you help with heart hurts?,Chest Pain
Constant sensitive teeth keeps em awake,Toothache
Lately I have can't stop coughing,Cough
on energy,Fatigue
Is toothache something to worry about?,Toothache
"Dcotor, I have feeling down",Depression
mild hot forehead,Fever
Is room is spinning something to worry about?,Dizziness
I've been having red eyse,Eye Pain
is burned myself somethin gto worry about?,Burn
Severe can't stop coughing,Cough
Mild sunburn,Burn
Please tellm e what to do about no energy,Fatigue
Chrnoic rash,Skin Rash
I can't shake thisc an't poop,Constipation
My pain in my skull is getting unbearable,Headache
I am experiencing tight chest,Chest Pain
It feels lkie nervous,Anxiety
Dealing with red eyes,Eye Pain
fatigue,Fatigue
Do you think pounding head is esrious?,Headache
Recurring hay fever every morning,Allergies
Chronic feeling efficient,Anxiety
Suffering from headache for 3 days,Headache
Sudden can't breathe,Shortness of Breath
I have been edaling with touched something hot for a week,Burn
Severe pain in my skull,Headache
"doctor, i have cut my finger",Cut
It feels like lightheaded,Dizziness
Please tell me what to do about panic attack,Anxiety
I can't shake this stiff joints,Joint Pain
"Doctor, I have cool",Non-Medical
Suffreing from hopeless,Depression
"Doctor, I have allergic reaction",Allergies
Can you help with pai nin my joints?,Joint Pain
Mild upset stomach,Diarrhea
Painful hard to breathe o nmy left side,Shortness of Breath
"Help, I have gum pian",Toothache
I have been dealing with wuond for a week,Cut
It started as a migraine butn ow it's worse,Headache
It feels like pain whne swallowing,Sore Throat
It started sa a burned myself but now it's worse,Burn
Is no motivation something to worry about?,Depression
"Help, I have tired",Fatigue
"doctor, i have earache",Earache
I have been edaling with i am happy for a week,Non-Medical
suffering fro mbackache for 3 days,Back Pain
I have been dealing with aching bones for a weke,Joint Pain
I can't shake this can't sleep,Insomnia
Dealnig with cramps,Abdominal Pain
migraine,Headache
Complaining of cut myself,Cut
It feels like snesitive teeth,Toothache
Ia m experiencing can't sleep,Insomnia
Seevre scratch,Cut
I have lightheaded,Dizziness
Mild i am happy,Non-Medical
Not sure if it is knees hurt or something else,Joint Pain
It started as a ringing in ears but now it's worse,Earache
i can't shake this burning up,Fever
Suffering from sharp pain in chest for 3 days,Chest Pain
Do you think paini n my gut is serious?,Abdominal Pain
I have scratch,Cut
I have been dealing with pain when swallowing for a week,Sore Throat
My problem is minor burn,Burn
I have been dealing with exhausted for a week,Fatigue
Constant lseepy all the time keeps me awake,Fatigue
painful want to vomit on my left side,Nausea
Suffering from hi there,Non-Medical
Not sure if it is zits or something else,Acne
I have headache,Headache
I can't shake this dry cough,Cough
I have itchy skin,Skin Rash
"Help, I have want to vomit",Nausea
uSffering from nervous for 3 days,Anxiety
It started a sa burned myself but now it's worse,Burn
Suffering from coughing,Cough
Please tell me what to do about gum pain,Toothache
Please tell me what to do about what is your name,Non-Medical
It started as an ice but now it's worse,Non-Medical
Lately I have cut my finger,Cut
I have queasy,Nausea
Constan tcut my finger keeps me awake,Cut
I can't shake this i am happy,Non-Medical
It started as a okay but now it's worse,Non-Medical
I am experiencing elbows ache,Joint Pain
lately i have splitting headache,Headache
I have been dealing with allergic reaction for a week,Allergies
Please tell me what to do about vision problems,Eye Pain
Not sure if it is throbbing in my head or something else,Headache
Please tell me what to do about head hurts,Headache
Feeling of wound throughout the day,Cut
I've been having feel like throwing up,Nausea
I am experiencing allergic reaction,Allergies
it feels like drained,Fatigue
complaining of pulled a muscle in my back,Back Pain
Severez its,Acne
Not sure if it is cramps or something else,Abdominal Pain
Severe temperature is high,Fever
blcoked ear,Earache
"Help, I have throat is raw",Sore Throat
Suffering from room is spinning for 3 dyas,Dizziness
Painful toothache on my left side,Toothache
My problem is fever,Fever
Constant pain in my skull keeps me awake,Headache
Is breakouts something to worry about?,Acne
Dealing with allergic reaction,Allergies
Chronci trouble sleeping,Insomnia
Sudden tight chest,Chest Pain
It started as  ared eyes but now it's worse,Eye Pain
Feeling of vision problems throughout the day,Eye Pain
Sveere unsteady,Dizziness
I have been dealing with arthriits pain for a week,Joint Pain
Severe skin breakout,Skin Rash
Recurring cramps every morning,Abdominal Pain
Dealing with hives,Skin Rash
Please tell me whta to do about burning up,Fever
MILD MINOR BURN,Burn
Suffering from runny nose,Allergies
Do you think sunburn is serious?,Burn
It started as a pounding head but now it's worse,Headache
Dealing with vertigo,Dizziness
i've been havingp ain in my gut,Abdominal Pain
Constant pressure in chest keeps me awake,Chest Pain
Complaining of sneezing,Allergies
Severe feeling down,Depression
pani in tooth,Toothache
Do you think crying a lot iss erious?,Depression
I think I hav eringing in ears,Earache
"Doctro, I have itchy bumps",Skin Rash
I have hard to breathe,Shortness of Breath
Mild chills,Fever
SEVERE I LIKE PIZZA,Non-Medical
Chroinc depressed,Depression
Lately I have unsteady,Dizziness
Recurring pain in my skull every morning,Headache
Dealing with gum apin,Toothache
My problem is bleeding,Cut
My nice is getting unbearable,Non-Medical
I can't shake this sharp pain in chest,Chest Pain
Is arthritis pain something to worry about?,Joint Pain
"Doctor, I have diarrhea",Diarrhea
My idzzy is getting unbearable,Dizziness
"Help, I have wound",Cut
Is lightheaded something to worry about?,Dizziness
I woke pu with backache,Back Pain
Suffering fromm y head is killing me,Headache
I am experiencing stiff joints,Joint Pain
Feeling of heart hurts throughout the day,Chest Pain
Can you help with dizzy?,Dizziness
complaining of stomach ache,Abdominal Pain
nervous,Anxiety
Do you think tired is serious?,Fatigue
My joint pain is getting unbearable,Joint Pain
constant knees hurt keeps me awake,Joint Pain
Chronic sneezing,Allergies
Sudden chest feels tight,Shortness of Breath
It started as a tooth hurts but now it's worse,Toothache
It started as a runny tummy but now it's worse,Diarrhea
Mild unsteady,Dizziness
I woke up with pulled a muscle in my back,Back Pain
suffering from i am happy for 3 days,Non-Medical
I have splitting headache,Headache
please tellm e what to do about staying awake,Insomnia
Complaining of blurry vision,Eye Pain
Can you help with skni burn?,Burn
Suffering from unsteady,Dizziness
"Doctor, I have cool",Non-Medical
Please tell me what to do about sensitive teeth,Toothache
Dealing with ear hurts,Earache
Sufefring from loose stools,Diarrhea
Feeling of pain in my gut throughout the day,Abdominal Pain
"Help, I have nervous",Anxiety
i woke up with backed up,Constipation
I THINK I HAVE WORN OUT,Fatigue
my scratchy throat is getting unbearable,Sore Throat
"Docto,r I have sunburn",Burn
Constant lethargic keeps me awake,Fatigue
I woke up with ligthheaded,Dizziness
I have been dealing with chest hurts for a week,Chest Pain
Can you help with hives?,Skin Rash
I HAVE POUNDING HEAD,Headache
"Help, I have who are you",Non-Medical
I have rash,Skin Rash
Feeling of sensitive teeth throughout the day,Toothache
It feels like tossing and turning,Insomnia
I HAVE TIRED,Fatigue
Do you thnik pain in my back is serious?,Back Pain
Constant nausea keeps me awake,Nausea
PLEASE TELL ME WHAT TO DO ABOUT HEAD HURTS,Headache
I havep ain in ear,Earache
"help, i have feeling down",Depression
It feels like burning throat,Sore Throat
My hi there is getting unbearable,Non-Medical
please tell me what to do about pimples,Acne
Not sure if it is ringing in ears or something else,Earache
Not sure if it is drained or something else,Fatigue
I can't shake this dizzy head,Headache
i am experiencing touched somtehing hot,Burn
"Help, I have bad cough",Cough
Is tossing and turnin gsomething to worry about?,Insomnia
Dealing with runny nose,Allergies
Sudden itchy skin,Skin Rash
I have been dealing with backache for a week,Back Pain
Not sure if it is feeling faint or something else,Dizziness
Can you help with itchy eyes?,Eye Pain
sudden can't poop,Constipation
It feels like earache,Earache
Do you think anxious is serious?,Anxiety
hCronic sensitive teeth,Toothache
I think I have skin burn,Burn
I woke up with itchy eyes,Eye Pain
"Hepl, I have constipation",Constipation
I have been dealing with insomnia for a week,Insomnia
Severe drained,Fatigue
My problem is room is spinning,Dizziness
Constant scratchy throat keeps mea wake,Sore Throat
Please tell me what to do about can't breathe,Shortness of Breath
Not sure if it is couhging up phlegm or something else,Cough
My problem is tummy hurts,Abdominal Pain
My problem is zits,Acne
I woke up with skin breakout,Skin Rash
Lately I have cosntipated,Constipation
Complaining of do you like cars,Non-Medical
chronic short of breath,Shortness of Breath
I have havne't slept,Insomnia
I am experiencing chills,Fever
Sudden belly pain,Abdominal Pain
I ca'nt shake this can't poop,Constipation
I am experiencing pain when swallowing,Sore Throat
I CAN'T SHAK ETHIS HARD STOOL,Constipation
Do you think my head is killing me is serious?,Headache
Recurring blurry vision every morning,Eye Pain
I have spine hurts,Back Pain
Suffering from stress,Anxiety
It feels like scratch,Cut
It feels like okay,Non-Medical
It started as a what is your name but now it's worse,Non-Medical
I have been dealing with sore throat for a week,Sore Throat
Feeling of lethargic throughout the day,Fatigue
Do you think hot forehead is serious?,Fever
Painful gasping for air on my left side,Shortness of Breath
It feesl like fatigue,Fatigue
Suffering from feverish,Fever
i can't shake this scratch,Cut
Feeling of hopeless htroughout the day,Depression
PAINFUL CAN'T SLEEP ONM Y LEFT SIDE,Insomnia
Complaining of dizzy,Dizziness
I have gasping for air,Shortness of Breath
"Help, I have chest feels tight",Shortness of Breath
Can you help with i am happy?,Non-Medical
arthritis pain,Joint Pain
"help, i ahve diarrhea",Diarrhea
scratchy throat,Sore Throat
I think I have crying a lot,Depression
Severe sensitive teeth,Toothache
painful sick to my stomach on my left side,Nausea
burne dmyself,Burn
I can't shake this cramps,Abdominal Pain
Suffering from pressure in chest,Chest Pain
lately i have panicking,Anxiety
Do you think panicking is seroius?,Anxiety
"Doctor, I have burned myself",Burn
Do you think brekaouts is serious?,Acne
IS LIGHTHEADED SOMETHING TO WORRY ABOUT?,Dizziness
Do you think frequent bathroom trips is serious?,Diarrhea
I can't shake this rash,Skin Rash
i think i have knees hurt,Joint Pain
sudden haven't slept,Insomnia
Is can't breathe something to worry about?,Shortness of Breath
"Doctor, I have hot forehead",Fever
Is allergic reaction something to worry about?,Allergies
Sufferin gfrom queasy,Nausea
Sufferign from itchy skin for 3 days,Skin Rash
I am experiencing hi there,Non-Medical
SUFFERING FROM EARACHE,Earache
Chronic nausea,Nausea
I am experiencing feel like throwing up,Nausea
severe tightc hest,Chest Pain
